CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1077011604,Alabama,Lauderdale,6961,3474,3487,1.5,93.9,1.2,0.8,1.1,0.0,5173,61750.0,8026.0,28999.0,3485.0,10.2,11.0,35.7,11.1,27.1,8.3,17.8,94.4,4.5,0.0,0.0,0.7,0.4,31.4,3084,80.5,15.3,4.2,0.0,4.6
1077011700,Alabama,Lauderdale,4258,1978,2280,0.8,93.3,1.4,0.6,1.5,0.0,3392,46875.0,4848.0,26090.0,3046.0,11.2,14.7,30.7,15.5,21.4,15.5,17.0,84.7,11.9,0.0,2.1,1.1,0.2,30.2,2000,70.3,22.7,7.1,0.0,6.7
1077011801,Alabama,Lauderdale,4414,2221,2193,0.7,97.6,0.8,0.3,0.5,0.0,3644,37447.0,7121.0,23173.0,2800.0,15.8,25.2,20.5,17.0,27.2,15.8,19.5,86.5,10.4,0.0,0.6,0.1,2.3,39.0,1907,72.8,21.0,6.2,0.0,7.5
1077011802,Alabama,Lauderdale,3640,1736,1904,2.4,89.9,4.8,1.0,0.3,0.0,2946,44980.0,3590.0,24856.0,2386.0,16.7,17.8,38.6,13.4,22.4,13.4,12.3,82.4,12.7,0.7,0.9,1.6,1.6,34.5,1258,70.8,23.7,5.5,0.0,10.8
1079979100,Alabama,Lawrence,1791,830,961,2.5,43.8,49.1,0.4,0.0,0.0,1485,42750.0,15761.0,20192.0,2602.0,22.8,40.2,17.7,19.5,20.4,11.2,31.2,86.6,9.2,0.0,3.1,0.3,0.8,25.7,651,83.4,15.4,1.2,0.0,16.3
1079979200,Alabama,Lawrence,4372,2030,2342,1.2,51.5,44.9,1.7,0.0,0.0,3414,37714.0,5303.0,20722.0,2433.0,19.6,30.2,21.2,15.9,12.5,12.8,37.6,86.1,9.7,0.0,0.0,0.4,3.7,31.8,1645,78.1,17.1,4.8,0.0,8.0
1079979300,Alabama,Lawrence,4581,2408,2173,1.2,79.2,0.0,6.7,0.4,0.0,3502,39787.0,5745.0,23178.0,3057.0,17.6,18.9,29.4,9.5,20.7,15.7,24.7,85.1,9.7,0.0,0.0,1.5,3.7,34.1,1593,79.3,17.3,3.3,0.0,19.3
1079979400,Alabama,Lawrence,4374,2155,2219,1.3,76.8,14.1,3.9,0.2,0.0,3424,32981.0,13168.0,20444.0,2304.0,23.2,37.0,24.2,15.0,27.6,12.2,21.0,84.2,10.1,0.0,3.1,2.6,0.0,24.1,1643,76.3,15.8,7.9,0.0,8.4
1079979500,Alabama,Lawrence,5677,2802,2875,3.2,83.6,2.2,8.0,0.0,0.0,4389,36285.0,10219.0,19449.0,2552.0,22.2,20.3,26.9,19.5,11.4,16.3,26.0,90.5,9.5,0.0,0.0,0.0,0.0,26.6,1909,77.6,13.1,8.0,1.3,9.7
1079979600,Alabama,Lawrence,5475,2564,2911,4.6,84.5,0.2,5.7,0.0,0.0,4131,44696.0,6742.0,23088.0,4562.0,14.6,19.5,30.7,11.0,18.6,17.3,22.4,90.6,9.1,0.3,0.0,0.0,0.0,26.0,2511,84.2,9.5,5.7,0.5,4.2
1079979700,Alabama,Lawrence,2040,1015,1025,1.3,86.2,4.0,5.8,0.3,0.0,1577,46739.0,6543.0,21172.0,2540.0,13.6,15.2,26.4,18.0,17.5,11.3,26.8,94.0,3.0,1.2,0.0,0.0,1.7,31.7,799,82.2,8.4,7.8,1.6,6.5
1079979800,Alabama,Lawrence,3275,1654,1621,0.0,90.4,0.4,7.7,0.0,0.0,2618,46182.0,11591.0,24743.0,2814.0,9.2,9.7,18.6,15.4,22.4,20.5,23.1,87.2,7.3,0.0,0.0,0.0,5.5,27.0,1320,82.9,8.9,8.3,0.0,9.2
1079979900,Alabama,Lawrence,2001,963,1038,1.5,79.7,7.2,6.4,0.2,0.0,1480,32015.0,7883.0,17139.0,3130.0,28.8,47.9,19.0,14.8,13.7,16.7,35.7,85.1,9.7,0.0,0.0,1.0,4.3,33.4,633,80.9,16.3,1.9,0.9,9.4
1081040200,Alabama,Lee,5210,2881,2329,3.3,73.2,12.2,0.0,9.3,0.0,3925,39732.0,4437.0,33343.0,8135.0,34.9,24.1,45.7,17.7,13.3,6.7,16.5,63.0,8.9,4.1,14.9,4.8,4.3,18.2,2691,66.6,26.3,5.4,1.7,4.4
1081040300,Alabama,Lee,2267,1191,1076,2.0,81.1,11.0,0.0,4.8,1.1,1815,25893.0,13794.0,27859.0,6721.0,36.4,24.8,52.7,18.8,24.9,1.5,2.1,65.4,11.8,1.3,14.3,1.7,5.5,14.9,1091,68.2,28.7,3.1,0.0,5.0
1081040400,Alabama,Lee,7300,3359,3941,3.2,73.7,15.8,0.2,5.2,0.0,5601,31250.0,12065.0,23105.0,2998.0,37.4,22.1,49.8,11.9,26.0,2.3,10.0,78.4,9.5,2.0,5.9,1.0,3.2,16.8,3636,71.6,23.2,5.2,0.0,5.2
1081040500,Alabama,Lee,8468,4063,4405,5.1,73.6,11.7,0.0,8.2,0.0,5688,92768.0,13758.0,43564.0,4951.0,8.0,9.9,65.0,5.0,20.9,2.9,6.1,87.7,4.1,0.0,0.0,0.3,7.9,22.6,4107,66.5,26.8,6.4,0.3,2.4
1081040602,Alabama,Lee,5234,2234,3000,1.9,47.3,43.8,0.1,6.1,0.0,3313,38073.0,9866.0,29149.0,7526.0,30.6,38.3,56.1,15.1,13.0,3.3,12.4,82.8,11.4,2.2,0.4,0.0,3.3,19.6,2193,65.8,31.5,2.7,0.0,12.2
1081040603,Alabama,Lee,1190,750,440,1.3,59.7,39.0,0.0,0.0,0.0,915,26875.0,26468.0,17972.0,6725.0,28.2,31.9,17.5,10.4,48.3,5.9,17.9,95.1,4.0,0.8,0.0,0.0,0.0,17.7,491,92.5,3.9,3.7,0.0,23.3
1081040604,Alabama,Lee,5529,3005,2524,9.0,72.0,16.1,0.0,2.7,0.0,4882,21328.0,3160.0,14095.0,4171.0,60.0,41.2,27.5,23.8,27.8,10.2,10.7,88.0,4.0,4.9,2.0,0.0,1.1,16.1,3087,81.5,17.7,0.8,0.0,11.4
1081040700,Alabama,Lee,4793,2053,2740,3.1,85.4,6.8,0.2,3.8,0.0,4690,22935.0,5974.0,4122.0,788.0,63.2,,23.8,33.8,25.9,8.2,8.3,59.9,7.6,4.0,21.2,2.6,4.7,12.6,843,74.7,23.4,1.9,0.0,14.2
1081040800,Alabama,Lee,3310,1801,1509,1.6,76.6,9.5,1.2,10.9,0.0,2959,8160.0,3741.0,7068.0,1491.0,80.2,,54.1,31.2,13.1,0.4,1.2,52.6,10.8,4.1,27.6,4.9,0.0,11.4,1141,57.4,40.7,1.9,0.0,11.8
1081040901,Alabama,Lee,3601,1807,1794,2.9,79.6,14.1,0.0,1.7,0.0,2707,53438.0,8583.0,33837.0,8015.0,19.0,1.5,56.7,17.5,18.0,4.0,3.9,84.2,9.8,1.2,0.3,1.2,3.3,18.0,1803,64.8,26.7,8.4,0.0,5.3
1081040902,Alabama,Lee,5860,3631,2229,13.2,57.3,15.6,0.0,12.2,0.0,4270,28640.0,4930.0,18289.0,2252.0,25.9,14.5,51.7,16.3,17.4,4.6,10.0,81.0,13.0,1.2,2.1,2.3,0.5,19.9,2966,76.1,23.9,0.0,0.0,6.9
1081041000,Alabama,Lee,7874,3938,3936,0.3,55.1,36.1,0.1,6.8,0.0,5554,49593.0,21842.0,25873.0,3258.0,17.9,9.1,42.9,19.5,16.3,7.0,14.3,89.4,6.5,0.0,0.5,0.9,2.8,22.8,3652,77.9,14.4,7.2,0.5,6.2
1081041100,Alabama,Lee,10728,5067,5661,11.6,48.5,33.7,0.1,4.2,0.0,7302,36758.0,4347.0,21869.0,5193.0,35.9,57.2,33.7,24.7,21.3,7.9,12.4,87.7,11.0,0.3,0.6,0.0,0.5,18.9,5031,82.1,15.0,2.9,0.0,6.0
1081041200,Alabama,Lee,4934,2277,2657,0.4,83.5,15.3,0.0,0.0,0.0,3875,72870.0,7506.0,35531.0,4736.0,7.5,11.2,45.7,13.0,24.5,8.1,8.8,87.2,8.8,0.0,0.0,0.9,3.1,22.2,2656,73.0,22.7,4.3,0.0,4.7
1081041300,Alabama,Lee,3566,1582,1984,0.9,62.0,33.4,0.0,0.8,0.0,2638,40417.0,7544.0,24198.0,3537.0,22.7,44.7,37.4,14.2,29.5,5.8,13.1,84.4,5.1,0.9,0.6,1.6,7.4,14.9,1550,77.8,14.8,7.4,0.0,11.3
1081041400,Alabama,Lee,3663,1801,1862,8.0,11.4,80.3,0.0,0.0,0.0,2502,22174.0,2875.0,12146.0,1762.0,40.3,52.2,6.9,34.0,21.2,10.0,27.9,74.2,16.3,0.2,2.2,5.7,1.4,18.3,1259,89.8,8.3,1.9,0.0,11.8
1081041600,Alabama,Lee,3396,1384,2012,0.2,27.7,65.0,0.0,5.4,0.0,2430,22241.0,2538.0,17126.0,1935.0,32.4,37.6,29.7,19.3,26.4,4.8,19.8,86.9,6.6,0.1,1.8,1.6,3.0,18.3,1249,86.1,13.9,0.0,0.0,12.8
1081041700,Alabama,Lee,8617,3842,4775,1.1,67.9,28.2,0.0,0.6,0.0,6486,45596.0,4614.0,23172.0,2411.0,16.7,21.8,31.9,20.2,28.0,5.7,14.1,91.6,7.0,0.0,0.0,0.3,1.1,21.3,4250,78.2,16.4,5.4,0.0,2.5
1081041800,Alabama,Lee,7360,3423,3937,0.0,82.8,15.6,0.0,0.3,0.0,5462,42226.0,6511.0,20604.0,2310.0,24.5,38.2,21.3,12.7,24.7,15.5,25.8,84.4,13.1,0.0,0.0,0.0,2.5,25.3,3306,79.1,16.0,4.8,0.0,5.8
1081041900,Alabama,Lee,7537,3708,3829,2.7,86.1,10.9,0.4,0.0,0.0,5947,55547.0,6368.0,28295.0,2385.0,13.8,23.2,26.0,17.4,26.4,14.7,15.6,88.2,3.7,0.0,1.1,1.8,5.2,27.7,3471,78.6,16.2,5.2,0.0,8.2
1081042002,Alabama,Lee,6986,3399,3587,2.9,77.5,15.6,0.0,1.2,0.0,5173,59288.0,8658.0,32234.0,3643.0,6.7,6.2,48.6,6.2,23.7,10.1,11.4,93.8,2.4,0.0,0.0,1.0,2.8,22.2,3431,74.7,20.2,5.1,0.0,5.5
1081042003,Alabama,Lee,3382,1675,1707,1.2,86.5,10.5,0.0,0.0,0.0,2383,61188.0,1950.0,21536.0,3346.0,19.8,31.9,31.3,12.7,25.0,16.7,14.3,89.1,9.4,0.0,0.0,0.0,1.5,27.0,1452,79.3,18.7,1.9,0.0,6.7
1081042004,Alabama,Lee,12303,6278,6025,5.3,71.8,19.8,0.2,0.5,0.0,8558,63108.0,4650.0,23015.0,1844.0,9.2,10.1,42.6,9.2,23.7,9.8,14.7,84.5,9.8,1.1,0.0,0.0,4.6,27.1,4819,74.0,23.1,2.9,0.0,13.0
1081042005,Alabama,Lee,4741,2374,2367,1.7,70.1,25.8,0.7,0.8,0.0,3359,58261.0,3052.0,23358.0,2487.0,9.9,11.1,33.1,12.7,27.7,10.6,16.0,88.2,7.2,0.3,0.0,0.8,3.5,25.9,2523,73.1,24.3,2.6,0.0,6.2
1081042006,Alabama,Lee,1995,1075,920,4.7,66.9,16.7,1.6,0.0,0.0,1610,44979.0,5317.0,23299.0,4223.0,7.0,3.2,28.3,9.4,35.6,16.3,10.4,92.4,3.7,0.0,3.3,0.6,0.0,27.3,971,81.6,15.7,2.8,0.0,2.2
1081042101,Alabama,Lee,3837,1922,1915,0.2,64.7,34.1,0.0,0.0,0.0,2881,39484.0,3549.0,22300.0,2727.0,20.2,22.7,32.9,16.1,19.6,11.8,19.5,95.1,0.7,0.0,0.0,1.0,3.2,28.6,1782,70.1,24.7,4.6,0.6,3.2
1081042102,Alabama,Lee,7301,3757,3544,0.7,78.2,17.4,0.0,0.0,0.0,5655,51332.0,10361.0,25708.0,3450.0,20.0,33.9,34.3,17.4,21.5,15.0,11.9,84.4,10.2,1.4,0.0,1.0,3.0,26.0,3163,83.0,13.4,3.6,0.0,8.5
1083020101,Alabama,Limestone,4747,2629,2118,10.3,85.1,3.8,0.0,0.0,0.0,3339,50078.0,10058.0,22608.0,2572.0,21.9,25.7,30.5,11.7,19.9,27.0,10.9,82.8,9.6,3.8,0.0,0.9,2.9,25.1,2071,74.7,19.8,4.9,0.5,6.2
1083020102,Alabama,Limestone,6073,3056,3017,0.6,91.5,2.5,0.3,2.8,0.0,4735,44988.0,7153.0,24020.0,3046.0,14.7,14.9,29.6,16.3,19.8,15.0,19.2,88.5,7.6,0.0,1.6,1.6,0.7,27.7,2893,81.3,12.6,5.6,0.6,9.7
1083020201,Alabama,Limestone,5430,2419,3011,10.4,85.4,3.7,0.0,0.5,0.0,3581,35608.0,11003.0,17962.0,3683.0,24.0,39.1,21.7,19.2,20.9,16.6,21.7,87.4,8.5,0.0,0.4,0.9,2.8,27.7,2203,81.8,12.8,5.3,0.0,8.2
1083020202,Alabama,Limestone,5278,2858,2420,7.1,86.6,3.3,0.4,0.0,0.0,3873,48103.0,7898.0,22294.0,2946.0,15.8,26.3,27.1,13.6,20.2,15.7,23.5,86.7,7.1,0.0,2.3,1.0,2.9,27.5,2042,74.9,20.1,5.0,0.0,8.7
1083020300,Alabama,Limestone,3858,1977,1881,0.2,97.2,0.6,0.7,0.0,0.0,3007,44460.0,4801.0,26911.0,7988.0,10.1,9.9,26.6,12.0,22.8,15.5,23.1,87.3,8.8,0.0,0.8,1.0,2.2,31.6,1783,73.4,18.1,8.5,0.0,10.4
1083020401,Alabama,Limestone,5798,2569,3229,3.0,89.5,4.6,0.7,0.0,0.0,4630,41646.0,13041.0,24360.0,3535.0,22.5,31.0,15.3,14.8,24.9,23.5,21.5,86.8,9.8,0.0,0.0,0.0,3.4,30.8,2357,80.3,14.8,4.9,0.0,8.1
1083020402,Alabama,Limestone,5216,2314,2902,10.4,81.7,7.0,0.0,0.9,0.0,3823,43326.0,6200.0,23361.0,4434.0,16.9,21.5,28.7,17.5,25.7,12.8,15.3,88.7,8.4,0.0,0.9,1.8,0.2,32.4,2143,83.8,11.1,5.1,0.0,17.2
1083020500,Alabama,Limestone,2685,878,1807,6.3,69.6,20.2,0.4,0.0,0.0,2143,32944.0,2336.0,21010.0,2439.0,14.7,19.4,25.0,16.3,35.8,5.6,17.3,86.6,13.4,0.0,0.0,0.0,0.0,27.3,1083,79.8,16.3,4.0,0.0,5.2
1083020600,Alabama,Limestone,4800,2423,2377,20.9,61.7,13.5,0.0,0.0,0.0,3250,36725.0,5565.0,16142.0,1553.0,24.0,28.0,21.3,19.1,23.7,18.6,17.3,79.2,19.4,0.0,1.1,0.0,0.3,33.8,1756,86.7,8.3,5.1,0.0,10.1
1083020700,Alabama,Limestone,2213,916,1297,13.0,63.9,20.1,0.4,0.0,0.9,1643,21946.0,9221.0,21149.0,7145.0,25.8,40.7,20.7,14.5,30.4,11.8,22.6,91.6,4.3,0.0,0.0,0.0,4.1,19.2,917,82.3,11.9,5.8,0.0,8.6
1083020801,Alabama,Limestone,9403,6197,3206,2.3,65.3,27.5,0.7,0.6,0.0,7689,62031.0,15904.0,19546.0,3667.0,13.7,22.0,41.9,15.0,22.3,10.9,9.8,91.6,4.7,0.4,0.7,0.4,2.2,24.0,2850,70.7,23.6,5.7,0.0,6.2
1083020802,Alabama,Limestone,7988,4165,3823,1.7,89.2,5.1,1.9,0.5,0.0,5934,63012.0,9461.0,28276.0,2325.0,6.3,7.3,45.3,12.8,18.8,8.4,14.7,91.0,6.1,0.0,0.0,0.0,2.9,24.9,3513,75.3,19.8,4.9,0.0,4.6
1083020900,Alabama,Limestone,4429,2155,2274,6.2,79.8,10.4,0.0,2.1,0.0,3480,51229.0,7684.0,32085.0,5022.0,9.4,14.5,37.7,15.1,23.3,7.5,16.3,87.7,8.8,0.0,0.7,0.0,2.7,23.1,2016,73.3,18.6,7.3,0.8,7.8
1083021000,Alabama,Limestone,2652,1062,1590,4.7,49.1,42.2,1.1,2.5,0.0,1938,47316.0,9178.0,31895.0,15772.0,9.5,7.7,40.4,22.6,15.8,5.9,15.3,84.3,8.0,0.0,4.6,1.9,1.2,21.0,1117,78.0,15.4,6.6,0.0,9.4
1083021100,Alabama,Limestone,6313,3022,3291,7.4,67.7,23.6,0.0,0.0,0.0,4755,55907.0,8985.0,32885.0,5196.0,10.1,7.2,29.4,15.6,30.4,7.3,17.3,87.7,7.1,0.4,0.0,0.8,4.1,22.0,3097,81.6,11.2,7.1,0.0,5.3
1083021200,Alabama,Limestone,11922,5986,5936,2.3,68.1,19.6,0.7,5.1,0.0,8266,81685.0,8419.0,34448.0,2728.0,6.8,7.4,54.2,13.6,17.4,5.8,8.9,86.7,11.5,0.0,0.0,0.4,1.4,24.1,5823,76.4,18.8,4.5,0.3,5.1
1085780800,Alabama,Lowndes,3527,1633,1894,0.3,27.8,72.0,0.0,0.0,0.0,2794,31106.0,8218.0,19115.0,2257.0,24.4,37.9,22.4,21.7,23.8,10.9,21.1,85.8,10.4,0.6,2.0,0.0,1.2,27.9,1230,79.7,15.9,4.4,0.0,10.0
1085781000,Alabama,Lowndes,2932,1442,1490,0.9,30.9,68.0,0.0,0.0,0.0,2177,25735.0,11661.0,23478.0,9188.0,26.8,36.3,24.3,12.3,24.1,8.1,31.1,76.8,13.1,0.0,0.0,1.1,9.1,35.5,810,60.0,29.1,4.4,6.4,16.9
1085781100,Alabama,Lowndes,1611,680,931,0.0,6.6,93.0,0.0,0.0,0.0,1277,18750.0,3079.0,12645.0,1553.0,45.5,65.0,19.2,11.7,10.7,5.9,52.5,70.3,27.9,0.7,0.0,0.5,0.7,30.3,495,84.0,12.5,3.4,0.0,17.6
1085781200,Alabama,Lowndes,2672,1370,1302,0.0,27.1,72.0,0.0,0.0,0.0,1974,26563.0,5464.0,15469.0,1750.0,25.4,33.8,27.9,14.5,14.0,9.7,33.9,87.0,12.2,0.0,0.2,0.0,0.5,26.8,936,72.9,23.1,4.1,0.0,11.4
1087231400,Alabama,Macon,1240,626,614,11.0,34.8,52.3,1.0,0.0,0.0,983,29438.0,6301.0,16063.0,2677.0,19.9,27.4,10.9,17.7,26.8,28.8,15.9,79.5,16.1,2.9,0.8,0.8,0.0,32.3,396,87.4,10.4,2.3,0.0,12.6
1087231500,Alabama,Macon,2966,1448,1518,0.6,53.6,44.6,0.3,0.0,0.0,2365,36358.0,3412.0,18511.0,1573.0,25.4,43.8,16.6,16.0,19.9,14.6,32.8,78.9,20.0,0.0,0.8,0.0,0.2,24.2,1222,82.3,13.6,2.9,1.1,13.6
1087231601,Alabama,Macon,888,395,493,0.0,22.3,77.7,0.0,0.0,0.0,768,31371.0,10611.0,26240.0,5714.0,16.2,25.8,35.8,9.7,28.8,7.0,18.7,86.6,7.0,0.0,1.7,0.0,4.7,19.9,299,71.9,24.7,3.3,0.0,11.3
1087231602,Alabama,Macon,1476,712,764,0.1,5.6,89.3,0.0,0.0,0.0,1184,21434.0,7395.0,17835.0,2716.0,34.7,57.8,22.7,23.4,26.5,8.7,18.7,78.9,17.1,0.0,4.0,0.0,0.0,20.1,551,67.7,29.2,3.1,0.0,21.2
1087231603,Alabama,Macon,1276,619,657,1.1,4.3,94.2,0.0,0.0,0.0,1064,36354.0,11682.0,22856.0,3848.0,21.5,36.0,38.9,20.4,15.4,4.3,21.1,80.3,6.4,0.0,0.7,9.3,3.3,28.8,560,62.1,31.3,6.6,0.0,10.3
1087231700,Alabama,Macon,2343,894,1449,4.4,3.7,88.6,0.0,1.4,0.0,2286,24886.0,13800.0,6737.0,1234.0,49.9,100.0,38.3,27.4,33.1,0.0,1.1,41.5,7.2,0.0,42.0,1.4,8.0,13.3,809,95.6,3.0,1.5,0.0,28.3
1087231800,Alabama,Macon,1161,484,677,0.8,2.8,96.5,0.0,0.0,0.0,915,28750.0,14430.0,18757.0,3683.0,29.9,30.5,26.5,20.1,35.9,0.0,17.5,79.7,18.4,0.0,1.8,0.0,0.0,20.8,457,70.9,26.5,2.6,0.0,9.7
1087231900,Alabama,Macon,1417,731,686,0.8,0.7,97.7,0.0,0.0,0.0,1128,25042.0,6298.0,17958.0,2690.0,28.7,39.1,28.4,26.7,15.4,9.7,19.8,88.4,8.4,0.0,2.1,0.0,1.1,17.8,577,64.8,28.9,6.2,0.0,18.0
1087232000,Alabama,Macon,1669,741,928,0.6,5.0,93.0,0.0,0.0,0.0,1268,28170.0,8020.0,14255.0,2189.0,26.2,21.1,28.0,37.7,21.8,4.7,7.9,79.3,9.7,3.9,4.2,2.5,0.5,17.1,661,82.1,15.4,2.4,0.0,23.4
1087232100,Alabama,Macon,1589,674,915,0.0,0.0,99.4,0.6,0.0,0.0,1245,31400.0,7050.0,18614.0,2737.0,17.8,27.2,30.2,19.9,20.7,13.0,16.2,80.3,14.3,0.6,0.9,1.7,2.2,16.5,653,78.6,20.2,1.2,0.0,16.1
1087232200,Alabama,Macon,2325,1036,1289,0.3,26.2,73.3,0.0,0.0,0.0,1774,43462.0,9978.0,20439.0,2761.0,23.9,33.2,31.5,17.4,18.3,9.8,23.0,86.0,12.1,0.0,0.0,1.2,0.7,27.4,869,70.3,22.0,7.7,0.0,12.7
1087232300,Alabama,Macon,1668,806,862,0.2,2.6,95.3,1.3,0.7,0.0,1213,30000.0,7773.0,18157.0,3580.0,31.9,55.4,14.1,41.2,16.0,8.3,20.3,85.6,13.8,0.0,0.0,0.0,0.6,24.5,531,59.5,35.4,5.1,0.0,15.8
1089000201,Alabama,Madison,1059,520,539,0.0,15.9,82.6,0.0,0.0,0.0,778,26413.0,4126.0,14466.0,2981.0,42.2,68.1,8.1,20.7,27.5,12.6,31.2,94.4,1.1,0.0,0.9,3.6,0.0,19.4,459,93.2,6.8,0.0,0.0,21.7
1089000202,Alabama,Madison,3750,1696,2054,3.5,19.3,71.0,0.1,1.8,0.2,3105,24375.0,8769.0,8956.0,1820.0,37.1,40.7,19.2,19.1,39.8,9.1,12.8,69.4,8.2,0.7,12.5,8.0,1.1,13.6,1246,85.6,12.0,2.5,0.0,24.3
1089000301,Alabama,Madison,3965,1890,2075,10.4,18.5,69.9,0.0,0.0,0.0,2737,35965.0,3010.0,16837.0,2413.0,22.9,36.4,17.2,32.0,29.1,8.7,13.0,81.8,14.0,2.1,0.5,0.0,1.6,19.9,1703,85.7,12.7,1.6,0.0,12.1
1089000302,Alabama,Madison,3378,1481,1897,12.3,10.7,73.2,0.0,2.7,0.0,2377,30393.0,4517.0,17154.0,2175.0,21.3,37.6,20.4,25.1,16.5,9.3,28.7,86.9,11.0,0.0,0.0,0.8,1.3,18.1,1511,77.2,16.9,5.9,0.0,13.4
1089000403,Alabama,Madison,4742,2120,2622,2.7,13.4,80.5,0.0,0.7,0.0,3590,43636.0,8436.0,22351.0,3151.0,12.8,21.3,36.5,22.8,24.0,3.9,12.9,83.2,10.9,1.0,0.0,1.7,3.2,19.7,2123,66.3,27.3,5.9,0.5,10.9
1089000501,Alabama,Madison,2105,997,1108,6.3,16.7,76.3,0.0,0.7,0.0,1542,46167.0,14910.0,20072.0,2426.0,12.7,18.7,29.8,16.2,29.8,4.7,19.5,85.2,11.9,0.0,0.0,1.6,1.3,20.7,870,74.1,24.1,1.7,0.0,11.4
1089000502,Alabama,Madison,2311,990,1321,4.3,16.6,77.5,0.0,0.5,0.5,1770,32089.0,3922.0,17021.0,2104.0,26.2,48.6,13.6,24.2,27.6,12.3,22.3,87.8,11.1,0.0,0.0,1.2,0.0,23.6,978,77.2,20.6,2.2,0.0,14.9
1089000503,Alabama,Madison,1809,908,901,6.1,15.5,78.1,0.0,0.4,0.0,1346,43922.0,5505.0,20825.0,2734.0,13.0,11.2,25.7,25.2,27.3,2.6,19.3,79.1,13.4,0.0,3.2,2.7,1.6,16.5,857,89.8,7.9,2.2,0.0,8.8
1089000601,Alabama,Madison,1392,671,721,0.4,35.1,58.0,0.0,1.4,0.0,1103,46771.0,8797.0,22920.0,2505.0,21.3,30.3,35.2,19.2,28.5,6.9,10.3,83.6,12.6,2.5,0.0,0.0,1.3,14.9,741,78.5,11.7,9.7,0.0,9.6
1089000602,Alabama,Madison,2291,1090,1201,4.5,23.0,68.6,0.2,0.2,0.0,1699,38474.0,4699.0,17157.0,2274.0,20.9,23.5,36.3,26.4,14.0,9.3,14.1,85.9,6.2,0.6,0.0,0.0,7.3,14.9,959,69.1,19.4,10.9,0.5,10.5
1089000701,Alabama,Madison,3126,1566,1560,10.8,13.7,72.8,0.3,0.0,0.0,2191,31991.0,13566.0,20054.0,7628.0,36.9,66.9,28.5,23.8,13.6,19.8,14.4,82.5,11.6,0.0,0.2,3.8,1.9,17.7,1077,74.4,19.5,6.1,0.0,19.3
1089000702,Alabama,Madison,2729,1322,1407,5.1,34.9,57.8,0.5,1.0,0.0,2220,30268.0,8311.0,23533.0,4357.0,22.9,28.4,33.5,26.5,21.7,6.8,11.6,81.5,12.6,0.0,0.8,1.9,3.2,22.3,1228,81.0,17.4,1.5,0.0,9.3
1089000901,Alabama,Madison,4354,2253,2101,2.2,87.5,5.7,1.6,0.3,1.1,3593,54013.0,8752.0,32210.0,4786.0,11.9,10.4,47.9,10.4,19.4,8.7,13.7,89.5,5.1,0.0,0.0,1.8,3.6,19.6,1888,82.1,13.8,3.1,1.0,11.4
1089000902,Alabama,Madison,2024,871,1153,0.5,87.9,3.5,2.4,1.9,0.0,1788,42125.0,6332.0,30994.0,4845.0,13.0,29.6,32.5,14.5,37.9,5.6,9.4,87.4,7.1,0.0,3.5,0.0,2.0,17.5,1303,76.4,14.4,7.5,1.7,4.3
1089001000,Alabama,Madison,2855,1331,1524,5.0,80.8,9.2,0.4,1.6,0.0,2424,37256.0,6873.0,29787.0,3517.0,20.6,37.2,43.6,15.8,28.5,5.7,6.5,90.2,2.7,0.0,0.5,1.2,5.5,13.2,1686,77.2,13.8,9.0,0.0,7.8
1089001200,Alabama,Madison,3120,1310,1810,0.5,4.3,90.6,0.0,1.3,0.0,1908,13420.0,3144.0,8118.0,1457.0,67.9,85.7,17.3,34.7,23.3,4.0,20.8,72.0,11.1,2.1,6.5,8.4,0.0,15.8,804,85.7,13.3,1.0,0.0,32.3
1089001301,Alabama,Madison,3292,1721,1571,5.4,21.7,66.3,0.8,2.4,0.0,2496,25778.0,6042.0,18388.0,3344.0,35.2,24.8,20.6,25.7,34.1,8.9,10.7,72.1,15.3,1.1,0.9,8.3,2.3,16.8,1757,89.9,8.6,1.5,0.0,16.8
1089001302,Alabama,Madison,2117,1085,1032,5.4,25.5,61.0,0.1,4.7,0.0,1721,39659.0,4949.0,23165.0,4287.0,18.4,23.3,23.1,15.3,35.3,6.9,19.4,88.3,7.5,0.0,0.8,2.3,1.1,16.7,1071,82.8,13.4,2.6,1.1,13.8
1089001401,Alabama,Madison,1766,977,789,10.2,70.8,7.4,0.0,10.1,0.5,1382,71181.0,10134.0,39570.0,4324.0,6.1,9.2,58.4,11.9,20.1,4.0,5.6,92.8,4.8,0.0,0.0,0.0,2.3,16.3,1042,66.0,27.3,6.7,0.0,4.8
1089001402,Alabama,Madison,5342,2477,2865,3.3,48.1,40.5,0.6,6.2,0.0,4243,43265.0,8411.0,25592.0,4014.0,24.4,33.6,33.6,28.8,30.0,3.9,3.8,91.3,7.0,0.0,0.6,0.6,0.5,15.1,2923,78.4,16.0,5.5,0.0,9.9
